name,category,district,address,latitude,longitude
관악동부센트레빌아파트 103동 옆,BATTERY,,서울특별시 관악구 은천로33길 5,37.48730012,126.9501559
성현동아아파트 101동,BATTERY,,서울특별시 관악구 관악로 285,37.48939185,126.9554433
관악드림타운 145동,BATTERY,,서울특별시 관악구 구암길 106,37.49127941,126.9486646
관악드림타운 144동,BATTERY,,서울특별시 관악구 성현로 80,37.48984744,126.9529855
관악드림타운 121동,BATTERY,,서울특별시 관악구 성현로 80,37.48984744,126.9529855
관악드림타운 105동,BATTERY,,서울특별시 관악구 성현로 80,37.48984744,126.9529855
관악드림타운 102동,BATTERY,,서울특별시 관악구 성현로 80,37.48984744,126.9529855
성현동아아파트 105동,BATTERY,,서울특별시 관악구 관악로 285,37.48939185,126.9554433
"동아타운 21, CU편의점 후문",BATTERY,,서울특별시 관악구 관악로37길 15,37.48895251,126.9571201
봉천동아아파트 201동 앞,BATTERY,,서울특별시 관악구 관악로37길 20,37.48755544,126.9559885
봉천동아아파트 109동,BATTERY,,서울특별시 관악구 관악로 285,37.48939185,126.9554433
관악드림타운 123동,BATTERY,,서울특별시 관악구 성현로 80,37.48984744,126.9529855
관악드림타운 상가 앞,BATTERY,,서울특별시 관악구 은천로 25,37.48642557,126.9382512
성현동아아파트 상가,BATTERY,,서울특별시 관악구 관악로 285,37.48939185,126.9554433
관악드림타운 123동,BATTERY,,서울특별시 관악구 성현로 80,37.48984744,126.9529855
폐형광등·폐건전지 수거함,BATTERY,,서울특별시 관악구 성현로 80,37.48984744,126.9529855
관악드림타운 149동,BATTERY,,서울특별시 관악구 구암길 106,37.49127941,126.9486646
관악드림타운 139동 및 140동 사이,BATTERY,,서울특별시 관악구 성현로 80,37.48984744,126.9529855
관악드림타운 127동,BATTERY,,서울특별시 관악구 성현로 80,37.48984744,126.9529855
관악드림타운 126동,BATTERY,,서울특별시 관악구 성현로 80,37.48984744,126.9529855
관악드림타운경로당 뒤편,BATTERY,,서울특별시 관악구 성현로 80,37.48984744,126.9529855
관악드림타운 106동,BATTERY,,서울특별시 관악구 성현로 80,37.48984744,126.9529855
관악드림타운 101동,BATTERY,,서울특별시 관악구 성현로 80,37.48984744,126.9529855
관악 동부 센트레빌 102동 담벼락 방향,BATTERY,,서울특별시 관악구 은천로33길 5,37.48730012,126.9501559
성현동아아파트 관리사무소,BATTERY,,서울특별시 관악구 관악로 285,37.48939185,126.9554433
봉천동아아파트 경로당 뒤편,BATTERY,,서울특별시 관악구 관악로37길 20,37.48755544,126.9559885
관악 한일유액아이아파트 관리사무소 앞,BATTERY,,서울특별시 관악구 은천로 137,37.4867979,126.9505824
관악드림타운 148동,BATTERY,,서울특별시 관악구 성현로 80,37.48984744,126.9529855
관악드림타운 113동,BATTERY,,서울특별시 관악구 성현로 80,37.48984744,126.9529855
관악드림타운 136동,BATTERY,,서울특별시 관악구 성현로 80,37.48984744,126.9529855
관악드림타운 142동,BATTERY,,서울특별시 관악구 성현로 80,37.48984744,126.9529855
관악드림타운 117동,BATTERY,,서울특별시 관악구 성현로 80,37.48984744,126.9529855
관악드림타운 107동,BATTERY,,서울특별시 관악구 성현로 80,37.48984744,126.9529855
성현동아아파트 108동 지하계단,BATTERY,,서울특별시 관악구 관악로 285,37.48939185,126.9554433
관악브라운스톤 지하주차장,BATTERY,,서울특별시 관악구 관악로 263,37.48819391,126.957247
자치회관 입구,BATTERY,,서울특별시 관악구 관악로 255-7,37.48721429,126.9566329
관악드림타운 145동,BATTERY,,서울특별시 관악구 구암길 106,37.49127941,126.9486646
신봉아파트 정문 왼쪽,BATTERY,,서울특별시 관악구 양녕로6나길 18,37.48455395,126.9489277
에메랄드아파트 주변,BATTERY,,서울특별시 관악구 은천로34길 24,37.48554461,126.9534938
중앙동주민센터,BATTERY,,서울특별시 관악구 양녕로6다길 7,37.48419282,126.9497511
중앙동성당 주차장 오른쪽,BATTERY,,서울특별시 관악구 은천로 174,37.48569714,126.9541767
신봉아파트 정문 왼쪽,BATTERY,,서울특별시 관악구 양녕로6나길 18,37.48455395,126.9489277
관악푸르지오아파트 119동,BATTERY,,서울특별시 관악구 관악로30길 27,37.48896635,126.9606433
관악푸르지오아파트 107동,BATTERY,,서울특별시 관악구 관악로30길 27,37.48896635,126.9606433
관악현대아파트 113동,BATTERY,,서울특별시 관악구 관악로 304,37.49205057,126.957711
청림동 주민센터,BATTERY,,서울특별시 관악구 관악로40길 39,37.49184717,126.9586277
관악현대아파트 109동,BATTERY,,서울특별시 관악구 관악로 304,37.49205057,126.957711
관악현대아파트 116동,BATTERY,,서울특별시 관악구 관악로 304,37.49205057,126.957711
관악현대아파트 103동,BATTERY,,서울특별시 관악구 관악로 304,37.49205057,126.957711
청림동 주민센터,BATTERY,,서울특별시 관악구 관악로40길 39,37.49184717,126.9586277
봉천우성아파트 104동,BATTERY,,서울특별시 관악구 관악로30길 12,37.48409831,126.9606845
행운동주민센터,BATTERY,,서울특별시 관악구 행운1길 43,37.48064257,126.9570309
봉천우성아파트 109동 임대,BATTERY,,서울특별시 관악구 관악로30길 12,37.48409831,126.9606845
봉천우성아파트 106동,BATTERY,,서울특별시 관악구 관악로30길 12,37.48409831,126.9606845
행운동 경로당,BATTERY,,서울특별시 관악구 행운9길 34,37.48340328,126.9596572
그린빌라 옆,BATTERY,,서울특별시 관악구 청룡15길 30,37.47638333,126.9470811
갑을아파트 지하 주차장 입구,BATTERY,,서울특별시 관악구 관악로5길 42,37.47508467,126.9520685
비안 어린이공원,BATTERY,,서울특별시 관악구 장군봉7길 12,37.48046043,126.9397958
청룡동주민센터 입구,BATTERY,,서울특별시 관악구 쑥고개로 44,37.4791175,126.9416407
금강아미움아파트 105동 뒤편,BATTERY,,서울특별시 관악구 쑥고개로 44,37.4791175,126.9416407
장군봉 근린공원 입구,BATTERY,,서울특별시 관악구 봉천동 1531-41,37.48119817,126.9377027
e편한세상 서울대입구,BATTERY,,서울특별시 관악구 청룡10길 45,37.47805021,126.9433555
e편한세상 서울대입구 2차,BATTERY,,서울특별시 관악구 참숯1길 19,37.47838983,126.9417525
청룡동주민센터 입구,BATTERY,,서울특별시 관악구 쑥고개로 44,37.4791175,126.9416407
청룡동 자치회관 입구,BATTERY,,서울특별시 관악구 청룡9길 12-39,37.47804191,126.9464708
선경아파트,BATTERY,,서울특별시 관악구 청룡7길 55,37.47980346,126.9491054
낙성대현대아파트 관리사무소,BATTERY,,서울특별시 관악구 낙성대로 37,37.47523654,126.9593965
서울대가족생활관 933동 관리사무실,BATTERY,,서울특별시 관악구 관악로 1,37.46803806,126.9592943
과학전시관,BATTERY,,서울특별시 관악구 낙성대로 101,37.46881648,126.9594109
탑골어린이공원 앞,BATTERY,,서울특별시 관악구 봉천동 1510,37.47451989,126.9611358
동아타운아파트 관리사무소,BATTERY,,서울특별시 관악구 봉천로 576,37.47697388,126.961321
낙성대동주민센터,BATTERY,,서울특별시 관악구 낙성대로4가길 5,37.47629595,126.9583876
은천2단지아파트 주차장,BATTERY,,서울특별시 관악구 인헌12길 46-1,37.47066548,126.964564
인헌동 주민센터 주차장,BATTERY,,서울특별시 관악구 남부순환로246가길 20,37.47509931,126.9653243
반석아파트 건너편,BATTERY,,서울특별시 관악구 인헌16길 71,37.46893004,126.9642419
인헌동 주민센터 주차장,BATTERY,,서울특별시 관악구 남부순환로246가길 20,37.47509931,126.9653243
은천 1단지 아파트 주차장,BATTERY,,서울특별시 관악구 인헌12길 46-2,37.47166852,126.965275
동방전기철물,BATTERY,,서울특별시 관악구 봉천로 611-1,37.4758718,126.9651949
"인헌중, 인헌고 사이 도로",BATTERY,,서울특별시 관악구 인헌9길 35,37.47269621,126.9688402
폐의류수거함 옆,BATTERY,,서울특별시 관악구 인헌21길 35,37.47057097,126.9701175
낙성대현대아파트 101동,BATTERY,,서울특별시 관악구 남부순환로248길 56,37.47365592,126.9657211
낙성대현대아파트 102동,BATTERY,,서울특별시 관악구 남부순환로248길 56,37.47365592,126.9657211
은천1단지아파트 경비실,BATTERY,,서울특별시 관악구 인헌12길 46-2,37.47166852,126.965275
은천1단지아파트 경비실,BATTERY,,서울특별시 관악구 인헌12길 46-2,37.47166852,126.965275
"인헌중, 별관",BATTERY,,서울특별시 관악구 인헌9길 35,37.47269621,126.9688402
상록보육원 내,BATTERY,,서울특별시 관악구 남현길 63,37.47399706,126.9765177
승방6길 5 앞,BATTERY,,서울특별시 관악구 승방길 32,37.47363489,126.9801461
남현동주민센터 지하주차장 입구,BATTERY,,서울특별시 관악구 남현1가길 29,37.47468786,126.9778753
흥화브라운빌아파트 내,BATTERY,,서울특별시 관악구 남현길 144,37.47113994,126.973033
남현동주민센터 지하주차장 입구,BATTERY,,서울특별시 관악구 남현1가길 29,37.47468786,126.9778753
사당동 군인아파트,BATTERY,,서울특별시 관악구 승방7길 31,37.47215812,126.9811726
보라매갑을아파트,BATTERY,,서울특별시 관악구 관천로24길 3,37.48904329,126.9218573
신림동 주민센터,BATTERY,,서울특별시 관악구 신림동길 14,37.487396,126.9271139
보라매갑을아파트,BATTERY,,서울특별시 관악구 관천로24길 3,37.48904329,126.9218573
신림동 주민센터,BATTERY,,서울특별시 관악구 신림동길 14,37.487396,126.9271139
우방아파트 단지내,BATTERY,,서울특별시 관악구 관천로27길 2,37.48846493,126.9186431
신사동 자치회관,BATTERY,,서울특별시 관악구 조원로 151-1,37.48595224,126.9191029
신사동주민센터,BATTERY,,서울특별시 관악구 신사로 142,37.48912853,126.9174964
신사동주민센터,BATTERY,,서울특별시 관악구 신사로 142,37.48912853,126.9174964
우방아파트 단지내,BATTERY,,서울특별시 관악구 관천로27길 2,37.48846493,126.9186431
조원아파트,BATTERY,,서울특별시 관악구 조원로11길 24,37.48420111,126.9075246
현대아파트,BATTERY,,서울특별시 관악구 조원로13길 15,37.48449752,126.9088976
윤정아파트,BATTERY,,서울특별시 관악구 조원로14길 16,37.4829586,126.9094875
미성아파트,BATTERY,,서울특별시 관악구 조원로2길 13,37.48278923,126.9029192
신림중앙시장,BATTERY,,서울특별시 관악구 조원로16길 27,37.48314523,126.9114212
신도브레뉴아파트,BATTERY,,서울특별시 관악구 조원로16길 7,37.48389609,126.9112558
조원동주민센터,BATTERY,,서울특별시 관악구 조원로12길 25,37.48256328,126.9077947
제창그로힐아파트,BATTERY,,서울특별시 관악구 조원로13길 36,37.48471089,126.9104368
조원동주민센터,BATTERY,,서울특별시 관악구 조원로12길 25,37.48256328,126.9077947
신도브레뉴아파트 101동~102동 사이,BATTERY,,서울특별시 관악구 조원로16길 12,37.48370001,126.9106311
신도브레뉴아파트 103동~104동 사이,BATTERY,,서울특별시 관악구 조원로16길 12,37.48370001,126.9106311
쌍용아파트 101동 분리수거장 내,BATTERY,,서울특별시 관악구 미성길 122,37.47282851,126.9121735
한양아파트 관리사무소 옆,BATTERY,,서울특별시 관악구 미성5길 33,37.47285464,126.9153837
초원아파트 분리수거장 내,BATTERY,,서울특별시 관악구 미성5길 40,37.47334769,126.9140357
한라타운아파트,BATTERY,,서울특별시 관악구 난곡로47길 9,37.47654562,126.9151246
미성동주민센터,BATTERY,,서울특별시 관악구 난곡로 249,37.47617498,126.9155517
동부센트레빌 103동,BATTERY,,서울특별시 관악구 미성3길 16,37.47295297,126.9160619
건영아파트 분리수거장,BATTERY,,서울특별시 관악구 문성로 74,37.47675629,126.9120581
신림푸르지오아파트 106동,BATTERY,,서울특별시 관악구 남부순환로 1430,37.47923845,126.90904
신림푸르지오아파트 107동,BATTERY,,서울특별시 관악구 남부순환로 1430,37.47923845,126.90904
신림푸르지오아파트 111동,BATTERY,,서울특별시 관악구 남부순환로 1430,37.47923845,126.90904
신림푸르지오아파트 121동 앞,BATTERY,,서울특별시 관악구 남부순환로 1430,37.47923845,126.90904
미성동 제2공영주차장 앞,BATTERY,,서울특별시 관악구 신림동 1481-23,37.47972659,126.9138971
신림푸르지오아파트 101동,BATTERY,,서울특별시 관악구 남부순환로 1430,37.47923845,126.90904
신림푸르지오아파트 113동,BATTERY,,서울특별시 관악구 남부순환로 1430,37.47923845,126.90904
신림푸르지오아파트 123동,BATTERY,,서울특별시 관악구 남부순환로 1430,37.47923845,126.90904
신림푸르지오아파트 104동,BATTERY,,서울특별시 관악구 남부순환로 1430,37.47923845,126.90904
신림푸르지오아파트 114동,BATTERY,,서울특별시 관악구 남부순환로 1430,37.47923845,126.90904
신림푸르지오아파트 116동,BATTERY,,서울특별시 관악구 남부순환로 1430,37.47923845,126.90904
신림푸르지오아파트 118동,BATTERY,,서울특별시 관악구 남부순환로 1430,37.47923845,126.90904
신림푸르지오아파트 119동,BATTERY,,서울특별시 관악구 남부순환로 1430,37.47923845,126.90904
임광아파트 103동,BATTERY,,서울특별시 관악구 난곡로 167,37.46937129,126.9186488
난곡동주민센터,BATTERY,,서울특별시 관악구 난곡로30길 40,37.47102189,126.9216418
무궁화놀이터,BATTERY,,서울특별시 관악구 신림동 645-1,37.46963167,126.9235717
보명어린이 공원,BATTERY,,서울특별시 관악구 신림동 610-298,37.47550388,126.9256637
길 건너편 주차장,BATTERY,,서울특별시 관악구 난곡로26나길 37,37.46840263,126.9234016
난곡동주민센터,BATTERY,,서울특별시 관악구 난곡로30길 40,37.47102189,126.9216418
난향초등학교 후문,BATTERY,,서울특별시 관악구 난향길 9,37.46282189,126.9183368
난향동주민센터,BATTERY,,서울특별시 관악구 난곡로 67,37.46151944,126.9187965
국화빌라 앞,BATTERY,,서울특별시 관악구 난향길 41,37.46278832,126.9169615
보성운수 옆,BATTERY,,서울특별시 관악구 난곡로 101,37.46469757,126.9189175
국화빌라 앞,BATTERY,,서울특별시 관악구 난향길 41,37.46278832,126.9169615
난향동주민센터,BATTERY,,서울특별시 관악구 난곡로 67,37.46151944,126.9187965
서원동주민센터,BATTERY,,서울특별시 관악구 신림로 282,37.47976918,126.9313747
신원동주민센터,BATTERY,,서울특별시 관악구 신원로3길 13,37.48161061,126.9273799
신일경로당,BATTERY,,서울특별시 관악구 문성로32길 18,37.47851042,126.9287077
신원동경로당 옆,BATTERY,,서울특별시 관악구 남부순환로170길 6,37.48272779,126.9243945
신원동주민센터,BATTERY,,서울특별시 관악구 신원로3길 13,37.48161061,126.9273799
서광어린이공원 앞,BATTERY,,서울특별시 관악구 신림동 98-402,37.47521256,126.9427449
신성초등학교 북서측 외벽,BATTERY,,서울특별시 관악구 신림로28길 57,37.47219611,126.936558
서림동주민센터,BATTERY,,서울특별시 관악구 신림로29길 6,37.47499588,126.9349996
신림현대아파트 104동 분리수거장,BATTERY,,서울특별시 관악구 신림로29길 8,37.4755685,126.9328111
신림현대아파트 110동 분리수거장,BATTERY,,서울특별시 관악구 신림로29길 8,37.4755685,126.9328111
서림경로당 앞,BATTERY,,서울특별시 관악구 서림3길 47,37.47232257,126.9406237
제일성도교회 앞,BATTERY,,서울특별시 관악구 복은길 76,37.47430406,126.940243
신림로8길 32 건너편,BATTERY,,서울특별시 관악구 신림로8길 32,37.4714476,126.9390466
신림현대아파트 관리사무소,BATTERY,,서울특별시 관악구 신림로29길 8,37.4755685,126.9328111
서림동 주민센터,BATTERY,,서울특별시 관악구 신림로29길 6,37.47499588,126.9349996
신림중학교 1층 복도,BATTERY,,서울특별시 관악구 신림로 40,37.47032734,126.946004
신림주공아파트1단지 관리사무소 옆,BATTERY,,서울특별시 관악구 광신길 160,37.46603288,126.9273956
태흥아파트 관리사무소 앞,BATTERY,,서울특별시 관악구 호암로 541,37.46602175,126.931073
우정아파트1단지 관리사무소 옆,BATTERY,,서울특별시 관악구 양지길 50-5,37.47143015,126.9290782
우정아파트2단지 관리사무소 앞,BATTERY,,서울특별시 관악구 양지길 52-1,37.47079743,126.9269635
신림서초아파트 관리사무소 앞,BATTERY,,서울특별시 관악구 호암로16길 5,37.46402245,126.9322447
청화아파트 관리사무소 앞,BATTERY,,서울특별시 관악구 호암로16길 11,37.46348323,126.9324566
삼성동 자치회관,BATTERY,,서울특별시 관악구 호암로 520,37.46411547,126.9318251
삼성동주민센터 주차장,BATTERY,,서울특별시 관악구 호암로 589,37.4701073,126.9329623
벽산블루밍아파트 103동 앞,BATTERY,,서울특별시 관악구 호암로 519,37.46416426,126.9312812
삼성산주공아파트 307동 앞,BATTERY,,서울특별시 관악구 호암로 399,37.46137137,126.9254548
국제 산장아파트 관리사무소 옆,BATTERY,,서울특별시 관악구 호암로 417,37.46133515,126.9274799
신림주공아파트 2단지 204동 앞,BATTERY,,서울특별시 관악구 광신길 86,37.46449762,126.9269064
신림주공아파트 1단지 관리사무소 옆,BATTERY,,서울특별시 관악구 광신길 160,37.46603288,126.9273956
삼성동 자치회관 내,BATTERY,,서울특별시 관악구 호암로 520,37.46411547,126.9318251
삼성산주공아파트,BATTERY,,서울특별시 관악구 호암로 399,37.46137137,126.9254548
삼성산주공아파트,BATTERY,,서울특별시 관악구 호암로 399,37.46137137,126.9254548
삼성산주공아파트,BATTERY,,서울특별시 관악구 호암로 399,37.46137137,126.9254548
삼성산주공아파트,BATTERY,,서울특별시 관악구 호암로 399,37.46137137,126.9254548
삼성산주공아파트,BATTERY,,서울특별시 관악구 호암로 399,37.46137137,126.9254548
삼성산주공아파트,BATTERY,,서울특별시 관악구 호암로 399,37.46137137,126.9254548
국제 산장아파트 105동,BATTERY,,서울특별시 관악구 호암로 417,37.46133515,126.9274799
국제 산장아파트 108동,BATTERY,,서울특별시 관악구 호암로 417,37.46133515,126.9274799
미림여고 창고,BATTERY,,서울특별시 관악구 호암로 546,37.4661018,126.9319279
신림동금호타운1차아파트 102동 주차장,BATTERY,,서울특별시 관악구 대학18길 6,37.46598357,126.9374388
신림동금호타운2차아파트,BATTERY,,서울특별시 관악구 신림로3가길 7,37.46823784,126.9443425
신림동현대아파트 정문 경비실 옆,BATTERY,,서울특별시 관악구 대학20길 27,37.4643054,126.9373716
관악청소년회관,BATTERY,,서울특별시 관악구 신림로23길 17,37.4702439,126.9352433
"신림건영3차아파트 7동 앞, 재활용창고 옆",BATTERY,,서울특별시 관악구 신림로3길 40,37.46678342,126.9418862
신림현대맨션 101동 앞,BATTERY,,서울특별시 관악구 신림로23길 103,37.46604576,126.9343108
신동아아파트,BATTERY,,서울특별시 관악구 신림로11길 151,37.46436158,126.9405999
대학동 주민센터 입구,BATTERY,,서울특별시 관악구 신림로 111,37.47059604,126.9369573
미림여고 창고,BATTERY,,서울특별시 관악구 호암로 546,37.4661018,126.9319279
신림동금호타운2차 201동,BATTERY,,서울특별시 관악구 신림로3가길 7,37.46823784,126.9443425
관공서,BATTERY,성북동,서울특별시 성북구 성북로 37 성북동 주민센터 후문 주차장,37.5910096,127.0032284
주택가,BATTERY,성북동,서울특별시 성북구 성북로 37 성북동 주민센터 후문 주차장 앞 도로,37.5910096,127.0032284
학교,BATTERY,성북동,서울특별시 성북구 동소문로3길 69(삼선중학교),37.5911454,127.0079042
학교,BATTERY,성북동,서울특별시 성북구 성북로 102-10(성북초등학교),37.59405236,126.9987771
학교,BATTERY,성북동,서울특별시 성북구 성북로 14가길 23(홍익사대부고),37.5940995,127.0032562
학교,BATTERY,성북동,서울특별시 성북구 성북로 31길 5-15(서울다원학교),37.5940409,126.9912731
주택가,BATTERY,성북동,서울특별시 성북구 성북로 8다길 17,37.5921622,127.004745
주택가,BATTERY,성북동,서울특별시 성북구 성북로 29길 26-21,37.5929667,126.9912446
아파트 단지,BATTERY,성북동,서울특별시 성북구 동소문로3길 101(송산아파트 101동 앞),37.59233635,127.0111599
아파트 단지,BATTERY,성북동,서울특별시 성북구 동소문로3길 101(송산아파트 103동 앞),37.59233635,127.0111599
주민센터,BATTERY,삼선동,서울특별시 성북구 보문로 190,37.59084392,127.0146425
성북구 정보화센터,BATTERY,삼선동,서울특별시 성북구 삼선교로4길 47-1,37.5856164,127.0074398
아파트,BATTERY,돈암1동,서울특별시 성북구 정릉로 404 현대아파트 경로당 앞,37.6041499,127.0284669
아파트,BATTERY,돈암1동,서울특별시 성북구 정릉로 402-16 범양아파트 관리사무소 앞,37.60385912,127.0276322
아파트,BATTERY,돈암1동,서울특별시 성북구 정릉로 52길 46 성일우리미아파트 101동 앞,37.6024713,127.0281433
아파트,BATTERY,돈암1동,서울특별시 성북구 정릉로 388 동부센트레빌아파트 104동 앞,37.602143,127.0262382
아파트,BATTERY,돈암1동,서울특별시 성북구 동소문로31길 6-1 대성유니드아파트 지하주차장,37.5972816,127.0208682
아파트,BATTERY,돈암1동,서울특별시 성북구 북악산로 913 풍림아파트 101동 앞,37.5960076,127.0231576
아파트,BATTERY,돈암1동,서울특별시 성북구 북악산로 913  풍림아파트 106동 앞,37.5960076,127.0231576
아파트,BATTERY,돈암1동,서울특별시 성북구 동소문로 34길 24 돈암삼성아파트 108동 앞,37.599028,127.0233899
아파트,BATTERY,돈암1동,서울특별시 성북구 동소문로 34길 24 돈암삼성아파트 107동 앞,37.599028,127.0233899
아파트,BATTERY,돈암1동,서울특별시 성북구 동소문로 34길 24 돈암삼성아파트 관리사무소 앞,37.599028,127.0233899
아파트,BATTERY,돈암1동,서울특별시 성북구 동소문로 34길 24 돈암삼성아파트 102동 앞,37.599028,127.0233899
아파트,BATTERY,돈암1동,서울특별시 성북구 동소문로 34길 24 돈암삼성아파트 101동 앞,37.599028,127.0233899
아파트,BATTERY,돈암1동,서울특별시 성북구 동소문로 34길 24 돈암삼성아파트 103동 옆,37.599028,127.0233899
아파트,BATTERY,돈암1동,서울특별시 성북구 동소문로 34길 73 금호어울림아파트 105동 옆,37.5908381,127.0171039
아파트,BATTERY,돈암1동,서울특별시 성북구 동소문로 34길 73 금호어울림아파트 104동 앞,37.5908381,127.0171039
아파트,BATTERY,돈암1동,서울특별시 성북구 동소문로 34길 73 금호어울림아파트 103동 관리사무소 앞,37.5908381,127.0171039
아파트,BATTERY,돈암2동,서울특별시 성북구 북악산로 844 돈암브라운스톤아파트 101동과 102동 사이,37.5975955,127.01787
아파트,BATTERY,돈암2동,서울특별시 성북구 북악산로 844 돈암브라운스톤아파트 관리사무소 옆,37.5975955,127.01787
아파트,BATTERY,돈암2동,서울특별시 성북구 북악산로 844 돈암브라운스톤아파트 115동과 116동 앞,37.5975955,127.01787
아파트,BATTERY,돈암2동,서울특별시 성북구 북악산로 844 돈암브라운스톤아파트 104동 앞,37.5975955,127.01787
아파트,BATTERY,돈암2동,서울특별시 성북구 아리랑로5길 85 돈암동더샾아파트 107동 후문 앞,37.5974374,127.0100538
아파트,BATTERY,돈암2동,서울특별시 성북구 아리랑로5길 85 돈암동더샾아파트 101동 쓰레기장,37.5974374,127.0100538
아파트,BATTERY,돈암2동,서울특별시 성북구 아리랑로 68 돈암힐스테이트아파트 101동 재활용쓰레기장,37.5986227,127.0150616
아파트,BATTERY,돈암2동,서울특별시 성북구 아리랑로 68 돈암힐스테이트아파트 103동 재활용쓰레기장,37.5986227,127.0150616
아파트,BATTERY,돈암2동,서울특별시 성북구 아리랑로 68 돈암힐스테이트아파트 105동 재활용쓰레기장,37.5986227,127.0150616
아파트,BATTERY,돈암2동,서울특별시 성북구 아리랑로5길 50-8 동소문현대아파트 101동 관리실 옆,37.5979805,127.0129354
아파트,BATTERY,돈암2동,서울특별시 성북구 아리랑로5길 92 신일해피트리아파트 105동 분리수거장,37.5973054,127.0119665
아파트,BATTERY,돈암2동,서울특별시 성북구 아리랑로 75 돈암코오롱하늘채아파트 102동 재활용수거장,37.5991068,127.0137948
아파트,BATTERY,돈암2동,서울특별시 성북구 아리랑로 75 돈암코오롱하늘채아파트 103동 재활용수거장,37.5991068,127.0137948
아파트,BATTERY,돈암2동,서울특별시 성북구 아리랑로 75 돈암코오롱하늘채아파트 104동 재활용수거장,37.5991068,127.0137948
아파트,BATTERY,돈암2동,서울특별시 성북구 아리랑로 75 돈암코오롱하늘채아파트 105동 재활용수거장,37.5991068,127.0137948
아파트,BATTERY,돈암2동,서울특별시 성북구 아리랑로 75 돈암코오롱하늘채아파트 107동 재활용수거장(1),37.5991068,127.0137948
아파트,BATTERY,돈암2동,서울특별시 성북구 아리랑로 75 돈암코오롱하늘채아파트 107동 재활용수거장(2),37.5991068,127.0137948
아파트,BATTERY,돈암2동,서울특별시 성북구 아리랑로 75 돈암코오롱하늘채아파트 108동 재활용수거장,37.5991068,127.0137948
아파트,BATTERY,돈암2동,서울특별시 성북구 아리랑로 89 일신건영휴먼빌아파트 101동 옆,37.6008239,127.0125842
아파트,BATTERY,돈암2동,서울특별시 성북구 아리랑로 89 일신건영휴먼빌아파트 109동 뒤,37.6008239,127.0125842
아파트,BATTERY,돈암2동,"서울특별시 성북구 성북로4길 52 한신,한진아파트 205동 1-2라인 초소 앞",37.5947663,127.0104379
아파트,BATTERY,돈암2동,"서울특별시 성북구 성북로4길 52 한신,한진아파트 204동 3-4라인 분리수거장 옆",37.5947663,127.0104379
아파트,BATTERY,돈암2동,"서울특별시 성북구 성북로4길 52 한신,한진아파트 202동 쓰레기장 옆",37.5947663,127.0104379
아파트,BATTERY,돈암2동,"서울특별시 성북구 성북로4길 52 한신,한진아파트 112동 앞",37.5947663,127.0104379
